symbol,name,available,close,return1d,return20d,return60d,volatility60d,amount,amountPercentile252d,turnoverRate,etfShare,etfShareChange20d,etfPremiumDiscount,mainNetInflow,northNetInflow
159915,创业板ETF易方达,True,4.071,0.0269929364278505,0.10355109785849814,0.2907419150285351,,5968727720.0,0.8531746031746031,,,0.09987374501735058,0.0,3649941411.510776,
510300,沪深300ETF,True,4.936,0.013968775677896339,0.02321724709784423,0.07071583514099777,,3345673270.0,0.4246031746031746,,,0.5072668672006544,0.0,2007403961.9999762,
510500,中证500ETF,True,8.406,0.004301075268817289,-0.002846975088967918,0.010700973908861489,,3836822227.0,0.7420634920634921,,,0.303429869583028,0.0,1490335906.3553855,
510880,红利ETF华泰柏瑞,True,3.308,0.000302388872089443,-0.009877282250823183,0.001210653753026536,,1082836907.0,0.9761904761904762,,,0.11513880663760934,0.0,-655802633.8169088,
511520,政金债ETF富国,True,118.074,0.0005677629293177056,0.00969728065674702,0.018449993530857745,,1285306242.0,0.027777777777777776,,,-0.06542956240237785,0.0,728340203.7999493,
512400,有色金属ETF南方,True,2.015,0.03386351975371982,-0.049079754601227044,-0.14072494669509594,,1222949495.0,0.7063492063492064,,,-0.029469360832721225,0.0,1044602693.6458415,
512480,半导体ETF,True,2.08,0.016617790811339406,0.1447440836543754,0.33418858242463134,,1944385275.0,0.7698412698412699,,,0.17091061694544685,0.0,634483616.0526332,
512690,酒ETF鹏华,True,0.448,-0.01754385964912286,-0.07438016528925617,-0.10756972111553786,,765394287.0,0.44047619047619047,,,0.23085060095737875,0.0,-765394287.0,
512880,证券ETF,True,1.037,0.0019323671497584183,-0.03803339517625248,-0.06995515695067267,,1974212819.0,0.45634920634920634,,,0.19185065090683517,0.0,812911160.7646877,
518880,黄金ETF华安,True,9.41,0.007063356164383583,-0.027691671833023457,-0.1429872495446266,,3034940310.0,0.27380952380952384,,,-0.3700092133346895,0.0,2870889482.4324503,
