symbol,name,available,close,return1d,return20d,return60d,volatility60d,amount,amountPercentile252d,turnoverRate,etfShare,etfShareChange20d,etfPremiumDiscount,mainNetInflow,northNetInflow
159915,创业板ETF易方达,True,3.827,-0.037716872014080915,-0.030402837598175858,0.16110436893203883,,6918765209.0,0.9047619047619048,,,0.07867674770949673,,,
510300,沪深300ETF,True,4.739,-0.021474292793722927,-0.0457108336689489,0.01195814648729443,,4394322754.0,0.6825396825396826,,,0.356419820780812,,,
510500,中证500ETF,True,8.068,-0.032497901427029685,-0.09470377019748666,-0.0486970876075935,,3809536499.0,0.7261904761904762,,,0.2017305460666683,,,
510880,红利ETF华泰柏瑞,True,3.304,-0.005118940078289724,0.012565124118908866,0.01039755351681948,,576629250.0,0.753968253968254,,,0.11280686017830033,,,
511520,政金债ETF富国,True,117.64,-0.0015362286858878749,0.0052638774952147305,0.016319513438328714,,1781360297.0,0.14285714285714285,,,-0.029533056265161006,,,
511580,国债政金债ETF招商,True,109.355,-9.143693137647624e-05,0.0018414350367370602,0.0052304524479254155,,3082937474.0,0.9047619047619048,,,0.1755439566495116,,,
512400,有色金属ETF南方,True,1.82,-0.055036344755970856,-0.17572463768115942,-0.2014041246160596,,1292192322.0,0.7222222222222222,,,0.019348822894363682,,,
512480,半导体ETF,True,1.995,-0.045911047345767564,-0.011397423191278344,0.2507836990595613,,1642053251.0,0.6388888888888888,,,0.14453979731516053,,,
512690,酒ETF鹏华,True,0.425,-0.018475750577367167,-0.10526315789473684,-0.1633858267716536,,659180706.0,0.30952380952380953,,,0.20585025458072903,,,
512880,证券ETF,True,1.001,-0.01476377952755914,-0.0875113947128533,-0.10625000000000018,,2173942352.0,0.5396825396825397,,,0.1571349861133422,,,
518880,黄金ETF华安,True,8.953,-0.03231733679204507,-0.08399836300388785,-0.18282219788243892,,4442538006.0,0.5714285714285714,,,-0.28051908165003325,,,
